"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 0.982546010130537 0.62298933346404 0.898656413499259 1.74818643908752 0.0117064113716883 0.164523113890553 2.61570230093951
"2" 0.947967968067632 0.619117198035222 0.901620969326415 1.96197979737962 0.00908625756916256 0.163360931028206 2.43333857307419
"3" 1.00038304623081 0.623246834317722 0.895970116915361 1.85091790372597 0.00886391418706422 0.17681151861662 2.58212468017014
"4" 0.919072331840849 0.611468611251512 0.90050929993653 1.82804599231291 0.0094938110551459 0.154664474912614 2.59362273584047
"5" 0.934933668970186 0.615143949817736 0.904214723655592 1.71881306371817 0.0106392817246717 0.156823112561015 2.48766474592966
"6" 1.00535036413114 0.627217623104655 0.900972723840228 2.05473518931131 0.00716498718133699 0.16381336103578 2.56965738359659
"7" 0.945274234843041 0.621086825333895 0.901713578063907 1.77535614327539 0.00952394487328905 0.170702347527001 2.5861757704635
"8" 0.920884419635364 0.614152886623147 0.900787307999844 1.79138145060266 0.00947787089492043 0.167978503301272 2.72737247944897
"9" 0.98524723544271 0.619787252980912 0.903195739134506 1.75734293632449 0.00942815054826411 0.16508805038329 2.88607795214915
"10" 1.01996623203851 0.626496450599201 0.896804627455249 1.76168309527179 0.0114922579470526 0.168700743089241 2.58437409053527
