"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 1.02976825326531 0.631741081113659 0.898656680304581 1.71330471627872 0.0114789743662229 0.15438902151839 2.4889782466131
"2" 0.897919229840926 0.603574475597909 0.901991461071111 1.70716011502969 0.0137183566249355 0.136579432381998 2.53451963487665
"3" 1.02780586852515 0.632879339756945 0.894858757536755 1.76011306005985 0.010901063942599 0.174549411212797 2.64772489380198
"4" 0.950993830415923 0.614793225178089 0.902825610093613 1.65609551076268 0.0104685948657914 0.153853565007935 2.65428543391347
"5" 1.04693959926344 0.634638259612374 0.891338623001827 1.92418418177911 0.00920314434030596 0.153486957873589 2.52489068072616
"6" 0.973907595780291 0.616777884333072 0.90458564390573 1.87516448942363 0.0106043614537578 0.14400136229035 2.59807079709041
"7" 1.01727912577447 0.626520313726506 0.903658975085832 1.83843351055465 0.0102603622930518 0.168100337588251 2.65093482270427
"8" 0.944003955963396 0.61800920955656 0.900232080947337 1.77643241371883 0.0116181788489994 0.148801706152342 2.49806019695006
"9" 0.983890578273883 0.622415689812316 0.901991537800465 1.81358524177429 0.0104264440083754 0.136802341180024 2.52899029017371
"10" 0.974118465773795 0.625041001447984 0.898564052585399 1.74226722276936 0.0102006348105435 0.175069730177067 2.53612405970785
