"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 0.990655520347338 0.624698319249813 0.902454803059465 1.88248665287706 0.0104670183361115 0.16142270186491 2.77862351660485
"2" 0.993890157436038 0.623659700889971 0.901435761409477 1.80348466350982 0.0107807019761418 0.167393664517749 2.63094975718246
"3" 0.98838050171205 0.615401406048975 0.89939886014194 1.87688715680906 0.00846825999237541 0.180269862589106 2.54896917956812
"4" 1.05673485070742 0.630365774995969 0.900972740195803 1.86524442682817 0.0101119462432487 0.156031553254928 2.53530506351395
"5" 0.986379182424169 0.623659176978049 0.900879993822327 1.74501366039964 0.0123180531417843 0.161899203821537 2.4924910564202
"6" 0.894060169760782 0.610201031368957 0.903288026127841 1.79078375774228 0.0107516230346611 0.157146808833322 2.53719799085216
"7" 0.956112646849528 0.617303025657248 0.902825304932718 1.68334932904464 0.00992479670918583 0.153794799535877 2.46236101732309
"8" 1.03675374407739 0.638300647679742 0.896895459235912 1.80663609055411 0.00869828232868767 0.167860090687541 2.62249187992779
"9" 1.00021586166608 0.625998797476235 0.896896431119469 1.77695430722123 0.010794182850504 0.156184829707817 2.54829831934854
"10" 0.979558031756342 0.618283668067711 0.898934763604556 1.81559125470335 0.0115962164202576 0.157114624605685 2.58804194214452
