"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 1.03515275101922 0.630947494884834 0.900601985046778 1.64109910250207 0.0114465938021161 0.162388005597329 2.64038777920201
"2" 0.975166884156703 0.618098084867035 0.901435783654751 1.84569133970309 0.00940987995626492 0.171280382484515 2.58807105197727
"3" 0.930852112864671 0.614879852085617 0.894302725047698 1.81426431215718 0.010814470142629 0.166434326374013 2.56207286137103
"4" 1.00833303942213 0.622676001645263 0.900879929565044 1.88097049927973 0.00958981893104435 0.170071596163033 2.56188959703914
"5" 0.971628539763241 0.618523869041158 0.905048486293279 1.65353042251706 0.0116678275412406 0.159251597555115 2.72358696145944
"6" 0.864334923558454 0.603031840865559 0.896434209692146 1.73345017887679 0.0109372916923751 0.151235572870241 2.53035410316693
"7" 0.944211585291152 0.618240408789823 0.905326877429374 1.70622959850193 0.0125271553955478 0.163019445445416 2.56844601840036
"8" 0.976032114041595 0.625174601991488 0.899119775385975 1.68202947064497 0.00947595449299707 0.168702951537702 2.79583453567902
"9" 0.888842759373321 0.615470687202524 0.900323988775643 1.91517923423816 0.00815067393588424 0.136252206689626 2.38147387583165
"10" 0.956885511639139 0.614407087861259 0.902176814063686 1.75424447325858 0.0111494129721847 0.16564039084285 2.70511146916228
