"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 1.05892809157369 0.631978581834375 0.897452030274634 1.82679168026343 0.00907170992479028 0.172939845050056 2.53894384716451
"2" 0.909603101460023 0.612449973057175 0.897451705393943 1.69191971559315 0.0112727308613819 0.154452140449408 2.59256658066188
"3" 0.97153528999492 0.618973039444184 0.90254704689763 1.95932567095437 0.0095563212236768 0.15349334723938 2.5044257394137
"4" 0.945880087413166 0.612372540741142 0.898193574138512 1.72694980049037 0.0108251692893627 0.160279772786654 2.46094934322928
"5" 0.980350521495904 0.624923371321509 0.899675549515577 1.77811732664497 0.0119944502934178 0.16485416577147 2.58532410836465
"6" 0.981531345330209 0.615631603075736 0.900601716407294 1.79487641596184 0.0101413438849164 0.162948834410614 2.63411451523378
"7" 0.992345075085128 0.61914796879447 0.900323751245319 1.85242095296604 0.00877438200607325 0.163281260853521 2.47083985818246
"8" 1.0085947077635 0.622059407722156 0.901435741691172 1.9645328442089 0.00998656421717502 0.15463534422504 2.6930177557459
"9" 0.942217644194174 0.615316486702288 0.892542914643122 1.79343469935413 0.00974579488666686 0.150154375271882 2.48646501509794
"10" 1.0192808709405 0.624826229971855 0.909217244604085 1.75123895602057 0.0104416868043647 0.177829192273856 2.67637501833021
