"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 1.00434654952834 0.627671649286446 0.900693983957471 1.6579427939878 0.0112922859896736 0.198535897733825 2.64100380804511
"2" 1.04261376201365 0.630572280153076 0.90245478605599 1.73449344055505 0.00956391297235614 0.153363740149395 2.54845940895376
"3" 0.93476929145243 0.61224487879895 0.903842763568443 1.73638039300527 0.0109637325631628 0.134186109307249 2.58200187313772
"4" 1.0774818752642 0.640408958053769 0.900416491614986 1.87079703907147 0.0105135471603657 0.158177236547702 2.80622111865565
"5" 0.899299932175636 0.611277126851859 0.897730363624705 1.82831660845696 0.00952111213508032 0.158098506451952 2.62090646258263
"6" 0.984802229578115 0.627233687826402 0.902453088012775 1.8318438592048 0.0103884259017936 0.160396274722983 2.44451656823043
"7" 0.931443680726848 0.613227954606169 0.902639737379661 1.59852981216117 0.0130899502574246 0.182004694213076 2.58118698282215
"8" 0.98265329057245 0.618053968670585 0.894673647500262 1.72866891088199 0.0089769810923772 0.169201304128765 2.61374006046207
"9" 1.02366292408604 0.624688535552927 0.8994887297714 1.87157032939543 0.0113215102413122 0.161988892808248 2.79456262270529
"10" 1.01073888584735 0.624550806888485 0.902361701087319 1.83493348071696 0.00939350198924722 0.15002014094274 2.63061347816836
