"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 0.938152326559993 0.623719211808781 0.898379437843201 1.78467395162265 0.00822852683419201 0.169054308975862 2.56318006808331
"2" 1.06795790722531 0.632410031993882 0.900880849526323 1.8203636266889 0.0123237952487303 0.13838331326434 2.67342299276119
"3" 0.954892840482329 0.615714833080717 0.898286380324276 1.74073952989828 0.0111355003474087 0.188061715163471 2.55437593723195
"4" 0.883214501367894 0.605986582395557 0.903103244724815 1.64365777392787 0.0114917560090744 0.156138622796289 2.62906365594659
"5" 1.01460473141759 0.623157705145064 0.900233179471459 1.65936164750456 0.0136020930125109 0.165624588693485 2.58011158531519
"6" 0.999320530457204 0.627402545879972 0.903566278694363 1.94879584761581 0.00926113965104201 0.161190710846229 2.53678732620439
"7" 1.02800077231646 0.632256421668446 0.897730238875421 1.7158709318653 0.0141100033954257 0.133650880418615 2.50366278890352
"8" 0.937641922401908 0.61681639032412 0.900047434500708 1.691546624886 0.0103574234950572 0.176528098095294 2.66512603407167
"9" 0.973737819753853 0.616543188245152 0.900138966783447 1.77816290911172 0.0105802724316789 0.166324322071274 2.64674114156456
"10" 0.935511728881128 0.615051413315025 0.895970310469139 1.80785410178932 0.00992693956938878 0.146476415531134 2.43997893780956
