"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_m"
"1" 0.9688516923706 0.631901723834484 0.894397093601992 1.92741741187692 0.00959335841576986 0.158787879168935 2.62012592025631
"2" 0.873123542387331 0.608163451893028 0.901343344982053 1.73535698607166 0.0101232779031446 0.147807127934333 2.57736977660822
"3" 0.972231942032554 0.620863026090029 0.903102926594628 1.80065715361513 0.00959555472535611 0.160307798586797 2.6207226243769
"4" 0.967826115559283 0.620307168767022 0.896895467613035 1.7683398057017 0.00928480416107253 0.152544062958274 2.53141426911858
"5" 0.987458051732908 0.617067853268495 0.901344148817591 1.83732821161412 0.0114651551953283 0.150347316904389 2.58273611369999
"6" 0.98091573389486 0.620948090863701 0.902177964095246 1.73739047192064 0.0113825267354218 0.151203862659277 2.62181731448954
"7" 1.03868788730884 0.626070257305648 0.901435542125318 1.67919883075791 0.0126632936262258 0.155348774073926 2.59621968996179
"8" 0.953719735733654 0.619669877103113 0.899860956649712 1.78974858282484 0.0110123762050675 0.142702200399414 2.60315542565389
"9" 1.0048596374394 0.627811739422704 0.900695257659691 1.86139787058856 0.00863979926978557 0.173947137304312 2.60866119540184
"10" 0.936657921408831 0.625850763898194 0.900044461076335 1.72075167267505 0.00917340869775238 0.173728453550941 2.54877941888178
