"alpha2" "sig" "p0" "d0"
"1" 0.560061848267074 1.64513040858157 0.104098423362968 0.150896824919288
"2" 0.856764183221347 1.74692550047529 0.0920836907899193 0.162996300670866
"3" 0.898279148814137 1.76860901875826 0.0973376078908779 0.153282056766595
"4" 0.977310968061103 1.81294355155745 0.0969161022516895 0.15521847433144
"5" 0.556123664358407 1.54495326251913 0.119790627700698 0.15945502186794
"6" 0.816867754598275 1.69560754729595 0.109404555214276 0.158982727196605
"7" 0.630853563031846 1.70174567960645 0.0961556937390637 0.154589471629033
"8" 0.755698531328756 1.63880812277619 0.102559880090941 0.163132149473071
"9" 0.856759727532343 1.76730804451072 0.107172514624492 0.154389689409298
"10" 0.869509155941967 1.7720988710169 0.093915950692949 0.152532770839986
"11" 0.56276981581787 1.58433976368906 0.111030368647514 0.160626627932906
"12" 0.61790070317753 1.67263495813951 0.0942101262645332 0.142080977115367
"13" 1.03868868935264 1.81928698453954 0.0933785913911509 0.153468089537074
"14" 0.622421716232198 1.62093426747185 0.102041909408379 0.157928866921309
"15" 0.195334814737415 1.5284140767845 0.0958918999899565 0.149530822664596
"16" 0.751391249668356 1.70454052064152 0.107597074554378 0.159076031821473
"17" 0.651560378967498 1.67874286944149 0.0993979889382686 0.152501018556041
"18" 0.590247127384974 1.65698826343453 0.09344638495633 0.153094335521773
"19" 0.850547583433826 1.7984135871365 0.0884580336299639 0.154657715512659
"20" 0.693402196863206 1.62421152047492 0.106611748565873 0.160866661847061
"21" 0.672872496691697 1.6936544371226 0.0908918490184464 0.167662561406887
"22" 0.862681707526877 1.72356572433486 0.101694393750717 0.152938456544289
"23" 0.641748052824424 1.63879695999665 0.108595961836901 0.167422535433979
"24" 0.481087064877501 1.60963987056894 0.0977271149335689 0.163904237433348
"25" 0.956574540610447 1.75260332125565 0.116080711603267 0.142293312242744
"26" 0.55867300320075 1.598328141042 0.106115989403729 0.156925283578629
"27" 0.919458661598831 1.723153898268 0.112924268280084 0.150745055469526
"28" 0.721294123966818 1.69057310609725 0.0962581447264937 0.160793208543943
"29" 0.700083370525374 1.69318770722626 0.097902677931402 0.162989122001909
"30" 0.616006944877107 1.65220759076553 0.0965832980924828 0.154411467133906
"31" 0.499045416804088 1.58593531750283 0.102223178765209 0.150497153584309
"32" 0.817209197449862 1.67528739112162 0.124423426501266 0.16014037443893
"33" 0.34091026057031 1.49292939357895 0.112358841085257 0.152804902486264
"34" 0.695418055964876 1.67081481033771 0.100113327230837 0.157285607282222
"35" 0.489080515048436 1.61174071858715 0.0995378867888252 0.161723311595929
"36" 0.685485294104832 1.66077116521494 0.0978362067170149 0.1530061371654
"37" 0.945646855286533 1.78724822561696 0.099369922556648 0.16170424931824
"38" 0.449867872426949 1.58847067705506 0.106421974966225 0.154718866925611
"39" 0.93327131922203 1.7892142048091 0.0987468193285208 0.154640067114665
"40" 0.607357873308619 1.62283318246468 0.100956513774789 0.172502171596255
"41" 0.4987012689564 1.58572801635197 0.101210310455056 0.168562672974086
"42" 0.801519358360046 1.72275396406501 0.104483700595175 0.163466075805509
"43" 0.675284301322264 1.65049311621662 0.100013670355083 0.159488464904278
"44" 0.490038345726108 1.60493095701552 0.103432735200522 0.164127281924366
"45" 0.293961436746658 1.54134143642083 0.0972486198024645 0.160111366037942
"46" 0.685832657650974 1.66574891944134 0.0929360021823991 0.16377730862267
"47" 0.822813423995968 1.70620007302108 0.110568145886199 0.160764629624598
"48" 1.05130426924154 1.78659358734159 0.090186389469147 0.15633822208605
"49" 0.822939798354317 1.75558686984475 0.108712259024383 0.15420387064463
"50" 0.693021370683439 1.6744434213351 0.103094639287038 0.165347750797569
"51" 0.291204707696081 1.45509394464984 0.113916305553365 0.160592599757058
"52" 0.423931094996851 1.58522142301512 0.101653415233655 0.163894300071535
"53" 0.807074996275808 1.71211347909717 0.107168945697617 0.167642502268736
"54" 0.662632425702106 1.70717981275055 0.0930373186518841 0.160628939582322
"55" 0.473737355337386 1.54145255807089 0.111417055758343 0.162681366608557
"56" 0.630115542613282 1.68324494754654 0.103482747059434 0.147576194230706
"57" 0.662599698562308 1.74906157247917 0.0941925740497493 0.147695125200018
"58" 0.584583933176232 1.61602825469596 0.0966872914576989 0.153943741073677
"59" 0.923171428501473 1.78330067110877 0.0917900729169221 0.163742672617487
"60" 0.666875012566184 1.71175468306215 0.100049612179899 0.161057695086744
"61" 1.02560199426659 1.80508759579614 0.0977850956047559 0.165292103669317
"62" 0.703234763298965 1.65361385164199 0.104824651864611 0.160060824543095
"63" 0.763417730928823 1.70997158605149 0.107199339505283 0.153544278969825
"64" 0.741959811627365 1.70867693113042 0.103068581446904 0.158280561440266
"65" 0.714487711469185 1.62371174083095 0.117116936875264 0.164534397223396
"66" 0.464321433982572 1.58314276284955 0.105183929772039 0.158080495758634
"67" 0.400398070974851 1.57098641484606 0.0986528126102718 0.160321740110831
"68" 0.746488848487658 1.70225316049652 0.101324722347475 0.157337120608142
"69" 0.526286456294433 1.59617772908413 0.101293511744357 0.155898170591163
"70" 0.513376941684821 1.55676707586339 0.111583945741044 0.156514286120587
"71" 0.34304080290843 1.52744345273892 0.100516772704475 0.159654748190814
"72" 0.518815428572283 1.63316472662532 0.0987780315194353 0.163084812744928
"73" 0.572137840330039 1.59346791335557 0.106993479626666 0.162672099915325
"74" 0.563014084770484 1.60223676611373 0.108487537614822 0.16770389252145
"75" 0.484438880951726 1.60721052028631 0.103606850473304 0.156868576070112
"76" 0.534938710656831 1.57297316413142 0.107702083840823 0.158858232381594
"77" 0.842066747524701 1.68966182226848 0.117862425965766 0.167851331622187
"78" 0.671801962684465 1.65999983303616 0.100404643843142 0.163798328518874
"79" 0.677353070125085 1.70535209564223 0.102889538643219 0.16276554105274
"80" 0.792425148712776 1.70573337138451 0.110751872876945 0.15632068688488
