"alpha2" "upsilon" "psi" "sig" "p0" "d0"
"1" 1.01477157957148 0.642286226249895 0.896711548215236 2.5063563374142 0.0064096916470731 0.146287185450402
"2" 0.924150434721993 0.626763544737488 0.899490231941638 2.36960168308435 0.00527220518298851 0.158025062293223
"3" 0.979170379664351 0.621655469186067 0.894087021704845 2.33990457257783 0.00682405914463081 0.155137468940796
"4" 0.925723513232868 0.615476037981678 0.902114757874028 2.35125759467027 0.00596654520747672 0.143816389528271
"5" 1.01225282316378 0.624634895357793 0.905356882706298 2.4844897226197 0.00620468522972043 0.129234130412384
"6" 0.980938928534876 0.618556394142857 0.900879973754318 2.36668640171645 0.00602449547259799 0.146140904671887
"7" 0.946091182499666 0.618726298916445 0.902577884052228 2.4215108982886 0.00651257370149293 0.141212341910485
"8" 0.865173873451222 0.60874514508657 0.896248310348152 2.39991497747605 0.00548063062513138 0.147571334179197
"9" 1.06833281878487 0.631145546210295 0.89871829870095 2.45918473852161 0.00629490570492368 0.14810457075081
"10" 0.92794535519337 0.620129179052545 0.897637635854262 2.50708900369397 0.00573617823390237 0.138958121845162
"11" 1.02837625289496 0.628107313878752 0.907055764410042 2.40157889739725 0.00563004113351569 0.14727804832589
"12" 1.01659750679922 0.624713430045365 0.892851631822531 2.43985442479771 0.00600618386030404 0.140353208247003
"13" 0.869068567606358 0.601358824885555 0.89949080981017 2.50775600762317 0.00553257546463731 0.131542152172334
"14" 1.02447788392327 0.631598467486258 0.894705039311921 2.28285717465536 0.00660787438759897 0.165780233828009
"15" 0.939784286122415 0.625335666510507 0.899644796961913 2.4537372477603 0.00498971321467879 0.152039433767472
"16" 1.06665569569533 0.629829063797288 0.899490399603902 2.53082909184429 0.00719050640850585 0.124239730320567
"17" 0.945495910072087 0.617045028696292 0.898255521211068 2.36651437080043 0.00644972823419574 0.172528227323705
"18" 0.862710056024835 0.603739327510796 0.903658676412124 2.45489385861761 0.005825617236341 0.138061502694504
"19" 1.00992093327766 0.621285646892106 0.897946821610974 2.40419355419036 0.00711783655668334 0.148292685650816
"20" 1.02669858154965 0.632727181480665 0.900879904205209 2.47349001834647 0.00640319293774348 0.14909355230874
"21" 1.02137762759304 0.632990484108677 0.901651662109881 2.38169986734896 0.00800705039737609 0.120823596415204
"22" 0.877560962208669 0.60386098174088 0.902578315871114 2.41771366931362 0.00552310141953249 0.157586200041659
"23" 0.927361083504741 0.605130878555432 0.900571474457241 2.44362616612602 0.00588919553388325 0.151711854167609
"24" 0.928165549389841 0.612347563851862 0.903658860347899 2.41202591989356 0.00587235568580684 0.145337080801808
"25" 0.923021209436544 0.614947711107565 0.895167242656389 2.31495011660146 0.0065009888412758 0.135750564349046
"26" 1.02720178754595 0.633078342990675 0.899799326943039 2.2808963950593 0.00700578664473844 0.141911070383264
"27" 0.888587546735104 0.598296263394933 0.899027140459319 2.39937069394424 0.007800586332081 0.122508294593498
"28" 0.988140844428889 0.62365070157278 0.891000487741825 2.48259110735733 0.00601011488621118 0.156563830395259
"29" 0.964525762540368 0.621731777135025 0.905511881055585 2.43258135310651 0.00546726437633785 0.137531422519219
"30" 1.09888073578817 0.640081257712752 0.892078799525107 2.4688459505588 0.00605485080894909 0.143058250340661
"31" 0.958048594320942 0.616751578569206 0.904739572547243 2.3936825189101 0.00703173173579932 0.133213491673044
"32" 1.01966028799488 0.623913160104564 0.908753924772416 2.45078423096246 0.00633713099341031 0.15410833460699
"33" 0.953477584797416 0.620417330286015 0.899182281283376 2.36669119411582 0.00718826536077607 0.136263179054336
"34" 0.954381900812608 0.617667799406128 0.902579120928137 2.39884413134317 0.00641764982333836 0.12555217691358
"35" 0.941690116269023 0.618005687589343 0.900262498969479 2.39749827355771 0.00554850779772344 0.138530800139586
"36" 0.992288552791712 0.629992739146956 0.897174467110659 2.3638646264561 0.00612226533989245 0.159806639738094
"37" 0.882374975816484 0.611314530183319 0.904277073105266 2.39189090792898 0.00574174648878168 0.176611460094882
"38" 1.05275594304789 0.624933411831617 0.906592272195656 2.55083062628102 0.00499379710586701 0.136871066928187
"39" 0.905437338264724 0.612595263705997 0.901805452439614 2.3667490322051 0.0064297895229464 0.121925504318555
"40" 1.08848849491317 0.64009316807922 0.900416401985898 2.56844627599575 0.00645462197630818 0.142170795979022
"41" 0.821485863830997 0.599052397523873 0.8999535336596 2.45478906682535 0.00555174587381414 0.144532328862046
"42" 1.0135211030069 0.627824425708178 0.902115600321543 2.35197381093372 0.00697531055198805 0.148279788044442
"43" 0.890013729447744 0.604003842842905 0.90458566522784 2.36980184366949 0.00668240563990695 0.160807619240849
"44" 1.08176892591101 0.629256098938564 0.893468636709744 2.58986927468585 0.00466321229897045 0.15166137224241
"45" 1.03774294552519 0.626540264929838 0.902886734244143 2.6728125198806 0.0064616786013811 0.143821115185728
"46" 0.99518657854189 0.620732300086212 0.901035008447897 2.50071993418383 0.00692335902005303 0.13611129385899
"47" 1.01593079013896 0.626203137036726 0.902269551141417 2.46319207544406 0.00574788794357487 0.13707041569326
"48" 0.989285516068413 0.626534480627691 0.900108039337964 2.57824669028198 0.00622404929543693 0.146425049150886
"49" 0.929884057233003 0.61328215220244 0.901497207684801 2.41405544873293 0.00639017938244207 0.15228738414703
"50" 1.04449903024736 0.624010501412707 0.898409199099256 2.52305299699308 0.00528922569656196 0.165390109530167
"51" 1.09334965711611 0.636843608291337 0.902269904614157 2.47362028798754 0.0064233300118749 0.142803303776165
"52" 0.990586637848121 0.624886072205127 0.903194740455058 2.38164877720688 0.00720403952503337 0.147410638590861
"53" 0.856628535124496 0.603102132340417 0.908136387586494 2.38717745143103 0.00642281820876575 0.143905045150762
"54" 0.913025714973146 0.608466733719555 0.902887121569246 2.35879536992009 0.00581506078495345 0.136600936890433
"55" 1.01932159854353 0.637042590104339 0.89346920236832 2.50309214271558 0.00509294674370328 0.15102127472308
"56" 0.985882617288457 0.62132354514395 0.898871942937394 2.33868589985745 0.00673521229997649 0.143495499618362
"57" 1.05113393192296 0.629183437598716 0.903350234683402 2.46250084010639 0.00664697143307383 0.135385540317141
"58" 0.976745235656346 0.612150978567326 0.896248192458975 2.38189778632104 0.00725366196111 0.144871490842684
"59" 1.15323083146899 0.640504954344987 0.897637234668775 2.40712561426506 0.00587182358428933 0.16042667454423
"60" 0.87633988172145 0.607396081524332 0.89238833740466 2.35450153686766 0.00643779972484447 0.138839154543049
"61" 1.02465098722595 0.629004531568094 0.902885638499827 2.41250413414345 0.00683051613107572 0.145056645555364
"62" 0.957859049654101 0.610503742831203 0.897329225114906 2.22112320415248 0.00712493069874049 0.148876776565314
"63" 0.984455016717991 0.625418145067404 0.90026206055033 2.38415957058914 0.00724287334743326 0.151354539581952
"64" 0.935619797676741 0.611191076617026 0.898410490030682 2.41098016710937 0.00610479279564494 0.147673271743415
"65" 1.00435418786583 0.62334360901028 0.899335901813452 2.35363649088857 0.00585210597293431 0.152524208860301
"66" 1.03123490393213 0.622869109107275 0.900879880153367 2.53858505811418 0.00652400811859821 0.143391391459057
"67" 0.797902914832461 0.586670291873461 0.895939628730817 2.25864683091882 0.00614371961687692 0.138750058675082
"68" 1.06721902700632 0.631642378147857 0.905512050850178 2.37996766628512 0.00719053759340373 0.139449137227305
"69" 0.985291404823053 0.615527324617669 0.910143887397771 2.47754466509642 0.00572257032013966 0.159551520562214
"70" 0.88452604208318 0.612885044534365 0.901033910581368 2.64109240125939 0.00444488503346264 0.124421040996574
"71" 0.892661983869434 0.612011821532459 0.901960081930064 2.32807184183269 0.00659029132106449 0.161299092211312
"72" 0.93779731497496 0.623280406993454 0.899027266769312 2.30665441310066 0.00729280887462063 0.150237187598581
"73" 0.997696111975888 0.618735801362468 0.90520294690055 2.39816205521648 0.00711080036263576 0.16573470713716
"74" 1.01105024375953 0.619058497006482 0.893314925888951 2.50264905176977 0.00580471769320997 0.161142263134217
