"x" "y" "id" "times"
"149" 15.125 19.375 1 149
"150" 14.625 19.375 1 150
"151" 14.625 18.875 1 151
"152" 15.125 19.125 1 152
"153" 14.125 18.875 1 153
"154" 13.375 19.375 1 154
"155" 14.125 18.875 1 155
"156" 14.125 18.875 1 156
"157" 14.875 17.125 1 157
"158" 15.375 16.875 1 158
"159" 15.625 16.625 1 159
"160" 14.625 17.625 1 160
"161" 13.625 18.375 1 161
"162" 14.625 19.125 1 162
"163" 14.375 19.125 1 163
"164" 14.625 19.375 1 164
"165" 13.625 18.625 1 165
"166" 14.375 18.625 1 166
"167" 14.625 19.125 1 167
"168" 14.875 19.625 1 168
"169" 14.875 18.625 1 169
"170" 15.375 19.125 1 170
"171" 15.125 18.625 1 171
"172" 14.875 19.875 1 172
"173" 15.125 20.875 1 173
"174" 15.125 20.625 1 174
"175" 15.125 20.625 1 175
"176" 15.875 20.125 1 176
"177" 16.125 19.625 1 177
"178" 16.625 19.125 1 178
"179" 16.625 18.625 1 179
"180" 15.625 19.625 1 180
"181" 15.375 18.625 1 181
"182" 15.375 18.625 1 182
"183" 15.875 17.625 1 183
"184" 15.875 18.375 1 184
"185" 14.375 18.375 1 185
"186" 14.875 18.625 1 186
"187" 13.625 18.875 1 187
"188" 13.625 19.625 1 188
"189" 14.625 19.625 1 189
"190" 15.375 19.125 1 190
"191" 16.625 19.875 1 191
"192" 16.375 19.125 1 192
"193" 15.875 18.625 1 193
"194" 15.375 18.375 1 194
"195" 15.125 18.875 1 195
"196" 14.375 17.875 1 196
"197" 14.625 17.125 1 197
"198" 14.375 17.625 1 198
"199" 13.625 17.625 1 199
"200" 13.625 17.625 1 200
"201" 14.125 17.625 1 201
"202" 14.125 16.625 1 202
"203" 14.125 16.625 1 203
"204" 14.125 16.625 1 204
"205" 13.625 14.375 1 205
"206" 13.875 14.875 1 206
"207" 14.125 15.875 1 207
"208" 14.125 17.125 1 208
"209" 14.375 17.375 1 209
"210" 14.875 17.375 1 210
"211" 15.125 18.625 1 211
"212" 15.125 18.625 1 212
"213" 15.375 18.375 1 213
"214" 14.625 17.125 1 214
"215" 14.625 17.125 1 215
"216" 15.625 17.875 1 216
"217" 16.125 17.375 1 217
"218" 15.125 16.875 1 218
"219" 14.875 15.125 1 219
"220" 13.375 15.625 1 220
"221" 14.375 14.875 1 221
"222" 15.625 15.375 1 222
"223" 15.875 15.875 1 223
"224" 15.625 16.375 1 224
"225" 15.375 16.375 1 225
"226" 14.875 16.125 1 226
"227" 14.375 17.625 1 227
"228" 14.875 18.375 1 228
"229" 15.375 18.125 1 229
"230" 14.875 18.125 1 230
"231" 14.875 18.375 1 231
"232" 14.875 18.375 1 232
"233" 14.875 18.125 1 233
"234" 13.875 17.875 1 234
"235" 13.625 18.375 1 235
"236" 12.875 18.125 1 236
"237" 13.125 18.625 1 237
"238" 13.375 18.375 1 238
"239" 13.875 17.875 1 239
"240" 14.125 17.625 1 240
"241" 15.125 16.625 1 241
"242" 14.625 16.625 1 242
"243" 15.625 16.625 1 243
"244" 15.875 16.125 1 244
"245" 15.625 16.625 1 245
"246" 15.375 16.875 1 246
"247" 14.875 16.375 1 247
"248" 14.875 16.375 1 248
"249" 14.625 15.875 1 249
"250" 14.625 15.875 1 250
"251" 13.875 16.125 1 251
"252" 13.875 15.625 1 252
"253" 13.875 15.875 1 253
"254" 13.375 15.375 1 254
"255" 12.625 16.375 1 255
"256" 13.125 16.625 1 256
"257" 12.375 15.625 1 257
"258" 13.125 15.125 1 258
"259" 13.625 14.625 1 259
"260" 13.375 15.125 1 260
"261" 13.625 15.875 1 261
"262" 14.375 16.125 1 262
"263" 14.125 16.625 1 263
"264" 14.125 16.625 1 264
"265" 13.125 15.875 1 265
"266" 13.875 15.875 1 266
"267" 15.125 16.125 1 267
"268" 15.375 15.125 1 268
"269" 16.125 15.375 1 269
"270" 16.375 15.375 1 270
"271" 16.125 15.875 1 271
"272" 15.625 15.375 1 272
"273" 14.875 15.125 1 273
"274" 14.875 15.625 1 274
"275" 15.625 16.125 1 275
"276" 15.625 16.375 1 276
"277" 15.125 16.625 1 277
"278" 15.125 17.125 1 278
"279" 14.875 16.875 1 279
"280" 14.375 16.625 1 280
"281" 13.875 17.625 1 281
"282" 13.875 18.125 1 282
"283" 13.875 18.125 1 283
"284" 15.125 17.875 1 284
"285" 15.625 17.625 1 285
"286" 15.125 16.125 1 286
"287" 14.875 16.375 1 287
"288" 14.625 16.125 1 288
"289" 14.375 15.625 1 289
"290" 14.625 15.625 1 290
"291" 14.875 16.375 1 291
"292" 14.875 15.875 1 292
"293" 14.375 16.375 1 293
"294" 14.375 15.875 1 294
"295" 13.625 16.375 1 295
"296" 13.625 16.375 1 296
"297" 13.625 16.375 1 297
"298" 13.625 16.375 1 298
"299" 13.375 15.875 1 299
"300" 13.375 15.625 1 300
"301" 13.375 15.625 1 301
"302" 13.375 15.625 1 302
"303" 14.625 16.375 1 303
"304" 15.375 15.875 1 304
"305" 15.625 16.125 1 305
"306" 15.625 16.125 1 306
"307" 14.875 15.625 1 307
"308" 14.625 16.875 1 308
"309" 14.625 16.875 1 309
"310" 14.125 16.625 1 310
"311" 13.625 16.875 1 311
"312" 12.625 16.125 1 312
"313" 14.625 15.375 1 313
"314" 14.875 15.625 1 314
"315" 15.625 15.625 1 315
"316" 15.375 15.125 1 316
"317" 15.625 15.125 1 317
"318" 15.625 15.125 1 318
"319" 15.625 14.625 1 319
"320" 15.625 15.375 1 320
"321" 15.625 15.625 1 321
"322" 14.875 15.625 1 322
"323" 13.625 15.125 1 323
"324" 13.125 16.875 1 324
"325" 13.375 17.125 1 325
"326" 13.875 17.125 1 326
"327" 13.625 17.125 1 327
"328" 14.125 17.125 1 328
"329" 14.625 16.875 1 329
"330" 14.875 16.625 1 330
"331" 14.625 16.375 1 331
"332" 14.375 17.125 1 332
"333" 14.375 17.125 1 333
"334" 15.125 17.625 1 334
"335" 15.875 17.625 1 335
"336" 16.125 17.125 1 336
"337" 16.875 17.875 1 337
"338" 16.625 18.125 1 338
"339" 17.125 17.875 1 339
"340" 16.375 17.875 1 340
"341" 17.125 17.875 1 341
"342" 17.375 17.875 1 342
"343" 17.375 17.625 1 343
"344" 17.375 17.875 1 344
"345" 16.875 17.875 1 345
"346" 15.875 17.625 1 346
"347" 15.375 17.125 1 347
"348" 14.125 16.875 1 348
"349" 14.125 16.875 1 349
"350" 13.375 15.375 1 350
"351" 13.375 15.375 1 351
"352" 12.875 15.125 1 352
"353" 13.875 14.875 1 353
"354" 13.375 14.875 1 354
"355" 13.125 13.875 1 355
"356" 13.625 13.375 1 356
"357" 14.125 13.625 1 357
"358" 14.125 13.375 1 358
"359" 13.375 15.125 1 359
"360" 13.125 15.375 1 360
"361" 13.375 16.375 1 361
"362" 13.125 15.625 1 362
"363" 13.625 14.875 1 363
"364" 12.875 15.125 1 364
"365" 12.875 14.875 1 365
"366" 12.375 14.125 1 366
"367" 13.625 14.375 1 367
"368" 13.875 14.375 1 368
"369" 13.875 14.375 1 369
"370" 14.125 15.125 1 370
"371" 14.625 16.375 1 371
"372" 14.125 17.125 1 372
"373" 13.875 17.875 1 373
"374" 12.875 18.625 1 374
"375" 12.125 17.875 1 375
"376" 12.625 17.625 1 376
"377" 12.875 17.625 1 377
"378" 13.625 17.375 1 378
"379" 14.375 16.375 1 379
"380" 14.875 15.875 1 380
"381" 15.375 16.375 1 381
"382" 15.125 15.875 1 382
"383" 14.875 16.375 1 383
"384" 14.625 16.625 1 384
"385" 14.875 16.125 1 385
"386" 14.875 16.625 1 386
"387" 15.375 16.375 1 387
"388" 15.375 16.375 1 388
"389" 15.125 15.875 1 389
"390" 15.875 16.375 1 390
"391" 15.875 16.375 1 391
"392" 15.375 17.125 1 392
"393" 15.375 16.875 1 393
"394" 14.875 16.875 1 394
"395" 15.125 16.875 1 395
"396" 15.875 16.875 1 396
"397" 16.375 16.625 1 397
"398" 16.125 17.375 1 398
"399" 15.625 17.375 1 399
"400" 14.875 16.625 1 400
"401" 14.625 16.875 1 401
"402" 15.375 17.375 1 402
"403" 15.125 17.875 1 403
"404" 15.125 17.625 1 404
"405" 15.875 17.375 1 405
"406" 14.875 18.375 1 406
"407" 15.375 18.375 1 407
"408" 15.625 18.875 1 408
"409" 16.125 18.875 1 409
"410" 16.625 18.125 1 410
"411" 15.875 18.375 1 411
"412" 15.125 17.875 1 412
"413" 14.625 17.625 1 413
"414" 14.625 17.625 1 414
"415" 14.125 17.375 1 415
"416" 13.625 17.875 1 416
"417" 14.125 18.375 1 417
"418" 13.375 18.125 1 418
"419" 13.375 18.625 1 419
"420" 13.875 19.125 1 420
"421" 14.875 19.625 1 421
"422" 15.125 19.375 1 422
"423" 14.625 18.125 1 423
"424" 13.125 18.125 1 424
"425" 13.625 18.375 1 425
"426" 13.125 17.875 1 426
"427" 14.625 19.125 1 427
"428" 15.125 18.625 1 428
"429" 14.625 18.625 1 429
"430" 15.875 17.125 1 430
"431" 14.875 16.875 1 431
"432" 14.125 17.125 1 432
"433" 14.375 16.125 1 433
"434" 14.125 15.875 1 434
"435" 13.625 15.875 1 435
"436" 11.625 15.375 1 436
"437" 11.625 15.375 1 437
"438" 13.625 14.875 1 438
"439" 14.375 14.125 1 439
"440" 14.125 14.125 1 440
"441" 14.125 14.625 1 441
"442" 14.375 14.125 1 442
"443" 13.125 14.375 1 443
"444" 12.875 15.125 1 444
"445" 12.125 13.875 1 445
"446" 12.375 13.375 1 446
"447" 12.625 13.375 1 447
"448" 12.625 13.125 1 448
"449" 12.625 13.125 1 449
"450" 12.875 13.625 1 450
"451" 13.375 13.625 1 451
"452" 13.875 13.125 1 452
"453" 14.375 13.375 1 453
"454" 14.875 13.875 1 454
"455" 15.375 14.625 1 455
"456" 15.625 15.125 1 456
"457" 16.375 15.375 1 457
"458" 16.125 15.625 1 458
"459" 16.125 15.875 1 459
"460" 16.125 15.875 1 460
"461" 16.125 15.375 1 461
"462" 15.125 15.375 1 462
"463" 15.625 15.625 1 463
"464" 15.125 15.875 1 464
"465" 14.625 15.875 1 465
"466" 14.125 15.125 1 466
"467" 14.125 15.125 1 467
"468" 12.625 15.375 1 468
"469" 13.625 15.625 1 469
"470" 13.625 15.625 1 470
"471" 14.625 14.625 1 471
"472" 14.625 14.625 1 472
"473" 14.625 14.625 1 473
"474" 14.375 14.875 1 474
"475" 14.625 14.125 1 475
"476" 13.625 14.375 1 476
"477" 13.875 14.375 1 477
"478" 13.875 14.125 1 478
"479" 14.625 14.125 1 479
"480" 14.625 14.875 1 480
"481" 14.875 15.125 1 481
"482" 14.625 14.875 1 482
"483" 13.625 14.375 1 483
"484" 13.375 15.625 1 484
"485" 12.875 15.375 1 485
"486" 12.375 14.375 1 486
"487" 12.625 14.625 1 487
"488" 11.875 15.375 1 488
"489" 12.625 16.125 1 489
"490" 12.875 16.125 1 490
"491" 13.125 16.375 1 491
"492" 12.625 16.375 1 492
"493" 12.625 16.375 1 493
"494" 13.375 17.375 1 494
"495" 13.375 17.375 1 495
"496" 13.625 16.875 1 496
"497" 12.875 16.125 1 497
"498" 11.875 15.625 1 498
"499" 13.375 15.875 1 499
"500" 12.875 15.875 1 500
"501" 12.875 15.875 1 501
"502" 12.375 15.875 1 502
"503" 13.125 15.625 1 503
"504" 12.875 16.125 1 504
"505" 13.375 16.875 1 505
"506" 13.375 16.875 1 506
"507" 13.375 16.125 1 507
"508" 13.375 17.125 1 508
"509" 12.875 17.125 1 509
"510" 12.875 17.375 1 510
"511" 14.125 18.125 1 511
"512" 14.125 17.375 1 512
"513" 14.625 16.875 1 513
"514" 14.625 17.375 1 514
"515" 14.125 16.625 1 515
"516" 13.875 16.375 1 516
"517" 14.125 16.375 1 517
"518" 13.625 15.875 1 518
"519" 14.125 15.875 1 519
"520" 14.375 15.875 1 520
"521" 14.125 15.375 1 521
"522" 13.625 14.125 1 522
"523" 13.125 14.375 1 523
"524" 12.875 15.375 1 524
"525" 12.625 14.375 1 525
"526" 13.375 14.125 1 526
"527" 13.875 14.875 1 527
"528" 13.875 14.875 1 528
"529" 13.875 14.875 1 529
"530" 12.375 13.875 1 530
"531" 12.875 14.375 1 531
"532" 11.875 14.125 1 532
"533" 12.125 13.875 1 533
"534" 12.875 14.875 1 534
"535" 12.875 13.875 1 535
"536" 11.625 14.625 1 536
"537" 11.875 14.375 1 537
"538" 11.625 13.625 1 538
"539" 11.375 14.125 1 539
"540" 11.625 14.375 1 540
"541" 12.625 13.875 1 541
"542" 12.375 15.125 1 542
"543" 12.375 15.875 1 543
"544" 13.125 15.375 1 544
"545" 12.625 15.875 1 545
"546" 13.125 16.125 1 546
"547" 13.125 14.875 1 547
"548" 14.125 14.875 1 548
"549" 14.375 14.625 1 549
"550" 13.375 14.625 1 550
"551" 13.375 15.625 1 551
"552" 12.875 14.375 1 552
"553" 11.875 15.125 1 553
"554" 11.625 15.875 1 554
"555" 12.125 14.875 1 555
"556" 14.125 14.125 1 556
"557" 13.625 15.875 1 557
"558" 14.625 15.875 1 558
"559" 14.375 14.625 1 559
"560" 15.125 14.375 1 560
"561" 15.625 14.625 1 561
"562" 14.625 14.625 1 562
"563" 15.125 14.375 1 563
"564" 15.125 14.375 1 564
"565" 15.625 14.125 1 565
"566" 15.625 14.125 1 566
"567" 15.875 13.875 1 567
"568" 14.625 14.375 1 568
"569" 14.125 14.875 1 569
"570" 13.375 14.625 1 570
"571" 12.125 14.125 1 571
"572" 12.125 14.125 1 572
"573" 12.375 13.875 1 573
"574" 11.625 13.375 1 574
"575" 10.625 13.875 1 575
"576" 10.125 14.125 1 576
"577" 10.625 14.375 1 577
"578" 11.375 15.375 1 578
"579" 11.875 14.875 1 579
"580" 12.375 15.125 1 580
"581" 12.625 15.375 1 581
"582" 12.375 15.125 1 582
"583" 11.375 12.875 1 583
"584" 11.125 13.375 1 584
"585" 12.125 13.875 1 585
"586" 12.125 13.875 1 586
"587" 12.625 14.125 1 587
"588" 12.375 14.625 1 588
"589" 12.125 14.125 1 589
"590" 13.375 14.875 1 590
"591" 12.625 14.375 1 591
"592" 12.875 15.125 1 592
"593" 12.125 15.375 1 593
"594" 10.875 15.875 1 594
"595" 11.625 17.125 1 595
"596" 11.875 17.125 1 596
"597" 12.125 18.125 1 597
"598" 12.125 17.125 1 598
"599" 13.375 16.125 1 599
"600" 13.875 15.125 1 600
"601" 15.375 14.875 1 601
"602" 13.375 13.875 1 602
"603" 13.625 14.375 1 603
"604" 14.375 13.875 1 604
"605" 14.375 13.125 1 605
"606" 14.375 13.875 1 606
"607" 13.875 14.375 1 607
"608" 14.625 14.375 1 608
"609" 14.625 14.625 1 609
"610" 14.125 14.375 1 610
"611" 13.875 14.125 1 611
"612" 13.625 13.375 1 612
"613" 13.375 14.375 1 613
"614" 12.125 15.375 1 614
"615" 12.125 15.375 1 615
"616" 13.875 14.875 1 616
"617" 13.375 14.875 1 617
"618" 14.875 15.125 1 618
"619" 14.625 16.125 1 619
"620" 13.375 16.625 1 620
"621" 13.375 16.125 1 621
"622" 12.625 14.625 1 622
"623" 12.875 15.125 1 623
"624" 13.375 14.375 1 624
"625" 13.625 14.375 1 625
"626" 14.625 14.125 1 626
"627" 14.125 13.875 1 627
"628" 14.125 13.875 1 628
"629" 14.125 14.625 1 629
"630" 14.375 15.875 1 630
"631" 14.375 16.375 1 631
"632" 14.375 16.375 1 632
"633" 15.875 17.125 1 633
"634" 15.875 17.125 1 634
"635" 15.375 15.875 1 635
"636" 15.375 16.125 1 636
"637" 15.125 15.875 1 637
"638" 15.625 16.625 1 638
"639" 15.375 17.375 1 639
"640" 15.375 17.375 1 640
"641" 13.875 17.375 1 641
"642" 14.125 17.625 1 642
"643" 15.125 17.625 1 643
"644" 14.875 17.375 1 644
"645" 14.875 17.375 1 645
"646" 15.125 17.625 1 646
"647" 14.875 17.125 1 647
"648" 16.125 18.625 1 648
"649" 16.125 18.625 1 649
"650" 16.625 19.625 1 650
"651" 15.375 20.375 1 651
"652" 14.375 19.375 1 652
"653" 14.625 17.625 1 653
"654" 15.625 18.375 1 654
"655" 15.125 17.375 1 655
"656" 13.625 18.125 1 656
"657" 14.625 17.875 1 657
"658" 14.375 17.875 1 658
"659" 14.125 17.375 1 659
"660" 14.125 17.375 1 660
"661" 13.375 17.375 1 661
"662" 15.125 17.625 1 662
"663" 15.625 18.875 1 663
"664" 15.125 19.625 1 664
"665" 15.125 19.625 1 665
"666" 14.875 20.375 1 666
"667" 15.125 20.375 1 667
"668" 15.375 19.875 1 668
"669" 15.375 19.375 1 669
"670" 15.375 19.625 1 670
"671" 15.875 19.375 1 671
"672" 16.125 19.875 1 672
"673" 16.375 19.875 1 673
"674" 15.375 20.375 1 674
"675" 14.625 19.875 1 675
"676" 15.625 19.625 1 676
"677" 15.375 19.625 1 677
"678" 15.125 20.375 1 678
"679" 14.375 20.125 1 679
"680" 14.375 19.625 1 680
"681" 14.125 19.375 1 681
"682" 14.125 19.375 1 682
"683" 14.125 18.625 1 683
"684" 13.875 18.875 1 684
"685" 14.375 19.875 1 685
"686" 14.125 19.125 1 686
"687" 14.375 19.375 1 687
"688" 15.875 19.125 1 688
"689" 15.625 18.625 1 689
"690" 15.125 16.875 1 690
"691" 14.625 18.125 1 691
"692" 14.625 18.125 1 692
"693" 13.875 18.625 1 693
"694" 13.375 18.625 1 694
"695" 14.625 18.375 1 695
"696" 15.375 18.125 1 696
"697" 15.875 17.375 1 697
"698" 15.625 17.375 1 698
"699" 14.875 17.125 1 699
"700" 14.875 16.125 1 700
"701" 14.625 16.125 1 701
"702" 15.125 16.125 1 702
"703" 15.875 16.375 1 703
"704" 14.375 16.375 1 704
"705" 15.625 17.625 1 705
"706" 15.625 18.125 1 706
"707" 16.125 18.125 1 707
"708" 15.375 18.125 1 708
"709" 15.375 16.875 1 709
"710" 15.625 17.625 1 710
"711" 15.625 17.625 1 711
"712" 15.625 17.625 1 712
"713" 14.375 17.125 1 713
"714" 14.125 17.375 1 714
"715" 14.125 16.875 1 715
"716" 13.875 16.875 1 716
"717" 14.375 17.125 1 717
"718" 14.625 17.375 1 718
"719" 14.375 16.375 1 719
"720" 14.125 16.375 1 720
"721" 13.875 16.875 1 721
"722" 14.875 17.375 1 722
"723" 15.125 16.875 1 723
"724" 14.625 16.875 1 724
"725" 14.375 17.625 1 725
"726" 13.875 17.875 1 726
"727" 14.125 17.125 1 727
"728" 13.875 16.375 1 728
"729" 14.125 16.125 1 729
"730" 14.125 14.625 1 730
"731" 13.875 15.625 1 731
"732" 13.875 15.625 1 732
"733" 13.625 14.875 1 733
"734" 13.125 15.625 1 734
"735" 13.125 15.625 1 735
"736" 13.125 14.875 1 736
"737" 11.875 14.125 1 737
"738" 11.875 15.625 1 738
"739" 12.125 16.125 1 739
"740" 12.625 15.375 1 740
"741" 13.375 15.875 1 741
"742" 13.125 15.875 1 742
"743" 13.125 15.875 1 743
"744" 13.375 16.875 1 744
"745" 13.375 17.125 1 745
"746" 12.625 16.875 1 746
"747" 12.625 15.375 1 747
"748" 12.625 16.625 1 748
"749" 13.625 16.375 1 749
"750" 13.875 16.375 1 750
"751" 13.125 16.625 1 751
"752" 13.125 15.625 1 752
"753" 13.625 15.375 1 753
"754" 13.375 16.125 1 754
"755" 12.875 16.125 1 755
"756" 12.125 16.125 1 756
"757" 11.875 15.375 1 757
"758" 11.625 14.875 1 758
"759" 12.375 14.625 1 759
"760" 13.125 15.375 1 760
"761" 12.875 14.875 1 761
"762" 12.875 14.875 1 762
"763" 13.125 14.125 1 763
"764" 14.375 14.375 1 764
"765" 14.625 14.375 1 765
"766" 14.875 14.875 1 766
"767" 14.625 15.125 1 767
"768" 14.875 13.625 1 768
"769" 14.125 13.375 1 769
"770" 14.625 12.875 1 770
"771" 14.875 13.125 1 771
"772" 14.625 12.875 1 772
"773" 15.375 13.375 1 773
"774" 15.375 12.875 1 774
"775" 15.625 13.125 1 775
"776" 15.625 12.625 1 776
"777" 15.625 12.625 1 777
"778" 15.625 13.375 1 778
"779" 15.625 13.625 1 779
"780" 14.875 14.125 1 780
"781" 14.875 14.125 1 781
"782" 14.875 14.125 1 782
"783" 15.875 14.375 1 783
"784" 15.625 13.875 1 784
"785" 14.375 14.125 1 785
"786" 15.125 13.125 1 786
"787" 14.625 12.625 1 787
"788" 14.625 13.875 1 788
"789" 14.625 13.875 1 789
"790" 13.625 14.875 1 790
"791" 14.625 13.875 1 791
"792" 14.375 14.375 1 792
"793" 14.875 14.875 1 793
"794" 14.375 14.625 1 794
"795" 14.375 14.625 1 795
"796" 14.375 14.625 1 796
"797" 14.375 15.125 1 797
"798" 14.375 15.125 1 798
"799" 14.125 16.125 1 799
"800" 14.375 17.375 1 800
"801" 14.375 17.375 1 801
"802" 14.625 18.125 1 802
"803" 14.625 18.875 1 803
"804" 15.125 19.125 1 804
"805" 15.625 18.375 1 805
"806" 15.375 18.125 1 806
"807" 14.875 18.625 1 807
"808" 14.875 18.875 1 808
"809" 14.875 17.125 1 809
"810" 14.625 18.625 1 810
"811" 13.375 18.375 1 811
"812" 13.625 19.125 1 812
"813" 14.875 18.875 1 813
"814" 14.125 19.125 1 814
"815" 14.125 18.875 1 815
"816" 13.375 19.625 1 816
"817" 13.625 20.375 1 817
"818" 13.625 20.375 1 818
"819" 14.125 19.375 1 819
"820" 14.625 18.375 1 820
"821" 14.875 17.375 1 821
"822" 14.875 17.625 1 822
"823" 14.125 17.875 1 823
"824" 14.375 18.375 1 824
"825" 13.375 19.875 1 825
"826" 14.125 19.375 1 826
"827" 13.625 19.875 1 827
"828" 13.375 20.625 1 828
"829" 13.875 21.125 1 829
"830" 13.375 20.125 1 830
"831" 12.875 20.125 1 831
"832" 13.625 19.875 1 832
"833" 13.625 19.875 1 833
"834" 14.125 19.625 1 834
"835" 14.125 19.375 1 835
"836" 14.625 19.625 1 836
"837" 15.375 19.625 1 837
"838" 15.125 18.875 1 838
"839" 14.375 18.875 1 839
"840" 14.875 18.375 1 840
"841" 15.875 18.125 1 841
"842" 15.375 18.625 1 842
"843" 15.375 18.625 1 843
"844" 15.125 18.875 1 844
"845" 14.375 18.375 1 845
"846" 15.125 18.375 1 846
"847" 15.375 18.875 1 847
"848" 16.625 19.875 1 848
"849" 16.375 18.875 1 849
"850" 17.125 18.375 1 850
"851" 16.375 17.125 1 851
"852" 16.375 17.125 1 852
"853" 16.625 17.125 1 853
"854" 15.875 17.125 1 854
"855" 16.375 17.375 1 855
"856" 15.625 17.875 1 856
"857" 15.125 17.625 1 857
"858" 15.625 17.625 1 858
"859" 15.625 17.375 1 859
"860" 15.625 17.375 1 860
"861" 15.125 17.125 1 861
"862" 15.125 17.875 1 862
"863" 16.625 18.375 1 863
"864" 17.375 18.125 1 864
"865" 17.125 17.875 1 865
"866" 17.125 17.625 1 866
"867" 16.875 17.375 1 867
"868" 17.125 17.125 1 868
"869" 17.125 17.125 1 869
"870" 17.125 17.375 1 870
"871" 17.125 17.375 1 871
"872" 17.125 17.125 1 872
"873" 16.875 17.125 1 873
