"alpha2" "upsilon" "psi" "sig" "p0" "d0" "sig_mm"
"1" 0.936954172185369 2.34061739944638 0.905357296745933 2.16573901205191 0.00808805137917942 0.151228762601563 2.74265077517624
"2" 1.02041816901098 2.51427613440411 0.902269511022569 2.03682164966518 0.0084081127713748 0.176962610331191 2.52473794463881
"3" 0.754083346151545 2.20974405542553 0.896865454651687 1.83310606229736 0.00904523386404672 0.139653271814951 2.58809471277115
"4" 0.610783314376788 2.26738247056596 0.902732710578449 1.79682550417543 0.00863597232248254 0.138158676978384 2.48638000386686
"5" 1.15867989342535 2.49835032606576 0.898100674900337 2.08364298635318 0.00731449186331665 0.162058862932861 2.75805586508345
"6" 0.725232340024129 2.33790754656747 0.892697326093356 1.86295274410882 0.00849517669128189 0.162383412988657 2.42508038236112
"7" 0.850104750208761 2.40226215204643 0.897174729565109 1.88834422041152 0.00932080083161134 0.148096827694638 2.6656131812406
"8" 0.661232776638133 2.31140492746983 0.906283962572073 1.67458284582163 0.00935340339935877 0.163446060331724 2.37747892963838
"9" 1.22376120845033 2.53224681941265 0.900109302929019 2.1735311408621 0.0079568820955866 0.143925001226079 2.70233869550821
"10" 1.01613994580927 2.43388932015461 0.895783870687344 2.08838342850016 0.0073175251954311 0.166341071091038 2.6106069690504
"11" 0.391928290416258 2.18201771724555 0.900106269222099 1.79478134467923 0.00870684323580206 0.147069567852908 2.3577886293593
"12" 0.299519236050957 2.23972776354498 0.897790483967023 1.89999351410211 0.00705831311137159 0.141598488048817 2.33844889930943
"13" 0.490233880362003 2.20414571319629 0.897328589418837 1.80830341219151 0.00802991039647302 0.174091824110928 2.27525589794814
"14" 0.714362993839989 2.319619290029 0.901960619338451 2.0302949153371 0.00758714162424951 0.150586519340309 2.49235939704831
"15" 0.530058036678009 2.22756441674249 0.905048691369718 1.84467187288804 0.00803038003663889 0.149016501600824 2.22514946879942
"16" 0.143354513797537 1.98364966462554 0.903813192426995 1.55232826665466 0.00957335743945227 0.186095132646111 2.07047688044144
"17" 0.876253059973313 2.41010821209228 0.890998708768146 1.99991803926422 0.0091660550077186 0.14090030702962 2.50691998562351
"18" 0.811012225927415 2.26242750930178 0.888374945291549 1.81542981663701 0.00980942911041003 0.161407653106723 2.5734653039376
"19" 0.704673311355119 2.30853815045528 0.89485697367827 1.8680133309333 0.0086381542672301 0.161194150288747 2.34657090193464
"20" 0.530789568172496 2.17292870006245 0.898717728722749 1.78974844259367 0.00926739953891119 0.148036480763052 2.3022242263163
"21" 0.735187438984032 2.33625039605025 0.898563984146177 2.03726257811139 0.00766282807933807 0.160002273352337 2.38749151991221
"22" 0.976092927740122 2.4261842271377 0.895630874444591 2.13953147970312 0.00779537304160373 0.17353891331976 2.54478609362145
"23" 0.7428800773779 2.3462288134637 0.899490562626198 2.02397833744152 0.00741782689991897 0.151193496595048 2.36875118066743
"24" 0.877232323420991 2.38458087356287 0.898565236035305 2.03232803692355 0.00769470033645091 0.173820124025129 2.57529962158527
"25" 1.01803551380802 2.44441186232389 0.889609588274489 2.10835391395904 0.00808316356253103 0.156712057893045 2.68888862923731
"26" 0.814784140948049 2.28708499176102 0.906128750922706 1.93763451171984 0.0103747044972737 0.153055170917468 2.47228564736688
"27" 0.449690332084719 1.98951763545445 0.899646023419618 1.67151002291729 0.00862179510090608 0.17235068701365 2.33329032180111
"28" 0.472333943720222 2.08744648647795 0.902888625587333 1.70607763954379 0.0100643693712171 0.148436590371803 2.23808371152763
"29" 0.737490545182479 2.27112032931464 0.897946197600216 1.85276125702673 0.00808893895682281 0.163429013209926 2.70829950977856
"30" 0.829554965981318 2.39697928425014 0.898873382382913 2.1588536167762 0.00642668540063104 0.151605036148364 2.50053697084134
"31" 0.92996125388829 2.4711424179707 0.897173443239157 2.0807654548052 0.00800113044609251 0.170637807781768 2.47895963952013
"32" 0.669141507005534 2.2927915504271 0.910761006980267 1.94385451012599 0.00872894339588176 0.151239856510744 2.29298134645253
"33" 1.09516231832509 2.56404198949891 0.901034859517924 2.21834401006809 0.00842112780293091 0.140816933962019 2.56720216674326
"34" 1.01951273084217 2.492624630412 0.900263164606246 2.04572737452511 0.00883343876809616 0.161103422794138 2.49977268239634
"35" 0.902911974726114 2.39804562605429 0.901651667778927 2.05103371380601 0.00711219904575882 0.173466445934203 2.52687594235174
"36" 0.693617352829001 2.2835630089607 0.896248623744437 1.7824132126508 0.0097226591822731 0.19154688473276 2.38391900690112
"37" 1.14092620093799 2.52473175531188 0.908446318045145 2.29760069382381 0.00751662357358228 0.174504794729354 2.78533164964731
"38" 0.396542672342165 2.06613489867495 0.901960248673279 1.81145444800724 0.00871280470319725 0.139855034870351 2.34406282645697
"39" 0.836895075941007 2.38738711049566 0.897175477672131 1.94521221647037 0.0095900321534876 0.145922792057547 2.60484380851495
"40" 0.752576667764557 2.2940675964482 0.899955330126255 1.80614382338315 0.00941113373269488 0.158444969873583 2.4546883593628
"41" 0.995436463339601 2.42412714216035 0.905819752628816 2.09218976784666 0.00858459764668123 0.168589153680762 2.74645623587355
"42" 0.615187377840862 2.20664366188406 0.89701995670501 1.88795785140664 0.00876879225356167 0.16291030392669 2.25652400889726
"43" 0.821222523456369 2.37535158951473 0.897329009564432 1.82841699047841 0.00799203395465694 0.165799563180542 2.46008043428626
"44" 1.05741014716436 2.42277967954336 0.897636986794077 1.98115526897581 0.010305216911087 0.162691322042438 2.77114031957717
"45" 0.475772300185247 1.90017153187784 0.900107651903601 1.79454771324506 0.00936456479197819 0.141194044693044 2.38062115283408
"46" 0.940878353770726 2.40493856818305 0.90520138628338 2.0677547862016 0.00702730189219742 0.161571215012564 2.5719052741615
"47" 0.715607254638655 2.31236451231744 0.897637577972324 1.71403664101019 0.0134535330404553 0.161129333143693 2.30015607360823
"48" 0.667121809737571 2.27814578930827 0.903041433964451 1.82585977167085 0.00909354818131814 0.172685728297228 2.41076298913908
"49" 0.597700302063177 2.32106115254564 0.900107558739545 1.7798837573986 0.00889706703382035 0.180414435004594 2.27965707313462
"50" 1.26547990553501 2.59934056448706 0.900879623987151 2.00610635219596 0.00905428588321832 0.163887533253317 2.87327827879243
"51" 0.690289680269786 2.24870932134021 0.905204183278179 1.77326343303237 0.0115208494860375 0.162927005701616 2.48703932460919
"52" 0.832103625763094 2.32639793630201 0.90520298466873 2.14205440980903 0.00754765310807409 0.146481364484168 2.54169707108799
"53" 0.740833947780965 2.30160077833139 0.901188813154208 1.9908118197416 0.00837149875041979 0.146048079234622 2.37460019283774
"54" 0.621376169195517 2.22718155162688 0.902115691697489 1.90692234953097 0.00755245448046878 0.156712128083789 2.48920928287325
"55" 0.84718345241206 2.37047797685187 0.905357471304273 1.94394290101095 0.00883992877242471 0.168977062182943 2.48002443305522
"56" 1.09878856121146 2.45128525378056 0.897018896731009 2.20231268101172 0.00949481989322838 0.164765587419582 2.806653615536
"57" 0.80054545631839 2.30039694904382 0.8979464276698 2.05422490141003 0.00799625377937451 0.14328301645694 2.55166339862155
"58" 1.39431591678402 2.56951500278513 0.899490316159271 2.18542653329361 0.00836910718913604 0.179000740689073 2.87898757535525
"59" 1.01753909958835 2.4456597523379 0.893623883798569 2.08439925324864 0.00802173069157403 0.166743191362492 2.60521586754627
"60" 0.662743087373463 2.28292952552013 0.901651904319574 2.01526011221642 0.0086024246754237 0.140583046786819 2.28764690858748
"61" 0.985408295769572 2.46750769910961 0.90381365024394 2.10187960427599 0.00740595918054413 0.154424973906996 2.47912710587951
"62" 0.751823252857936 2.25282563517147 0.904431729994446 1.9026272510758 0.00865205637038922 0.159391307363837 2.40212423600997
"63" 0.726484050869707 2.33079717497704 0.902579170373001 1.90957482380272 0.00902745463961652 0.144672252002969 2.37257938133099
"64" 0.744658093064002 2.24697682513762 0.89130805631635 1.98796610217372 0.00779936749510231 0.159899555509502 2.62172329300133
"65" 0.845075991410376 2.40750407268207 0.898098620673971 1.96327679594124 0.00852493594846087 0.170979911250672 2.46582144472585
"66" 0.934668461788212 2.41432535826147 0.897483076047134 1.92798282457237 0.00923960352651744 0.166338842869577 2.52355490155733
"67" 0.822919938006564 2.3951062645359 0.901034636839125 1.8335620752515 0.00872841462248895 0.157150718137624 2.49462002485426
"68" 0.79880845531438 2.3166008916111 0.905665654441815 1.9280747218859 0.00926947937040425 0.169672096540929 2.37873510384754
"69" 0.608912385698754 2.27000477181093 0.896248107520525 1.89295285042441 0.00669593364043028 0.154202909063317 2.43828928094412
"70" 0.917369332815185 2.43938046998663 0.900572515940679 2.00198598614179 0.00809764522556675 0.152200769800699 2.50072966567194
"71" 0.85474720557836 2.37356221922381 0.900105840795312 2.14753187511725 0.00799280808426083 0.136165708631571 2.52479058312438
"72" 0.819693408198271 2.36023786937479 0.896712014220981 1.93696784036275 0.00959995440964143 0.185173138795027 2.48709082843783
"73" 0.995138844901376 2.50182987637838 0.904274902214767 2.15005300656627 0.00853741355041423 0.150902984650938 2.60366592383569
"74" 0.531255584297008 2.1362896205275 0.892851756986667 1.75551129280342 0.00998079877116454 0.166054723435622 2.39539705803194
"75" 0.521438292362556 2.08230182843343 0.901344156229537 1.7574096093744 0.0103070260436357 0.167168965470457 2.27538691862599
"76" 0.783119393444987 2.39221544640591 0.901034227094842 1.90788671959069 0.00905192115314929 0.161850280139591 2.39301263599667
"77" 0.660451395511471 2.31555731021604 0.901652073443139 1.80878385815702 0.0111921316391813 0.131746245822277 2.3648629481525
"78" 0.993179762701689 2.48923829898377 0.902423298393091 2.06939257008182 0.00814818481776499 0.171819492609328 2.58579113777765
